id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
565,565,Urushiol-like resin,Catechol,Urushiol,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=urushiol,Bacang mangga bau tajam serat kasar pencuci kolon usus laksatif osmotik cacing usus parasit mati GETAH KOROSIF TOKSIK LEPUH BIBIR STOMATITIS GATAL ALERGI KONTAK cuci bersih buah daging serat tinggi vitamin c.
566,566,Hesperidin,Flavanone glycoside,Hesperidin,C28H34O15,610.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=hesperidin,Jeruk keprok kalium diuretik volume darah turun tensi hipertensi drastis otot polos pembuluh nadi rileks kapiler darah otak kuat cegah pecah stroke ldl kolesterol oksidasi hambat sinergis obat darah tinggi medis dokter awas tensi drop.
567,567,Citrulline,Amino acid,Citrulline,C6H13N3O3,175.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citrulline,Semangka citrullus arginin nitrat oksida NO vasodilator ereksi penis aliran darah kuat prostat ginjal pelvis ureter bilas batu urat luruh hidrasi sel likopen sariawan radang amandel kulit putih albedo penyejuk.
568,568,Potassium,Mineral,Potassium,K,39.10 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium,Melon kalium hidrasi cairan nefron ginjal bilas kandung kemih bakteri kencing kotor asidosis panas dalam suhu basal tubuh turun betakaroten epitel makula mata akar biji TOKSIK muntah emetik diare bahaya daging buah aman lezat.
569,569,Isoflavones,Phytoestrogen,Genistein,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=genistein,Kacang tolo tunggak kalsium fosfor osteoblas matriks tulang lansia menopause fitoestrogen sendi lutut linu otot protein nabati anabolik urat pegal lelah letih energi karbohidrat kompleks asam lambung aman.
570,570,Concanavalin A,Lectin,Concanavalin A,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Koro pedang kacang raksasa cacing gelang usus lumpuh otot ascaris buang feses mati sel t limfosit imunostimulan MENTAH SANGAT BERACUN SIANIDA LEKTIN MUAL MUNTAH KEJANG PINGSAN MATI REBUS 2X BUANG AIR PANAS HANCUR RACUN AMAN MATANG.
571,571,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Senggani kemunting melastoma ungu buah hitam diare amuba basiler mencret mampet usus kolon astringen daun bisul nanah abses tarik kotoran bakteri protein presipitasi koagulasi hemostatik darah rahim keputihan.
572,572,Rhodomyrtone,Phloroglucinol,Rhodomyrtone,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=phloroglucinol,Karamunting buah ungu rhodomyrtus zat besi organik heme hemoglobin eritrosit darah merah anemia pusing pucat lesu lelah atp oksigenasi sel anti gram positif streptococcus radang tenggorokan bisul ssp radikal bebas sel hancur.
573,573,Inulin,Fructan,Inulin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=inulin,Gembili dioscorea esculenta umbi prebiotik flora usus mikrobioma kolon bifido bakteri laktobasilus imun usus pelapis lambung gaster asam hcl netral borok energi kalori lambat diabetes glikemik rendah laksatif bab feses lunak gatal mentah getah awas rebus.
574,574,Diosgenin,Steroidal saponin,Diosgenin,C27H42O3,414.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=diosgenin,Gembolo udara dioscorea bulbifera progesteron kortison anti inflamasi sistemik borok usus maag lambung gaster kolitis ibd asma sendi lutut pelumas alergi MENTAH TOKSIK LIVER GAGAL HATI diosbulbin b REBUS KUKUS MATANG RACUN HANCUR AMAN.
575,575,Cyanidin,Anthocyanin,Cyanidin,C15H11O6+,287.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin,Uwi ungu dioscorea alata antioksidan endotel pembuluh darah vena arteri jantung pati resisten maltase amilase usus lambat pecah gula darah hiperglikemia diabetes tipe 2 turun energi tahan lapar lambung gaster stunting malnutrisi gizi awas mentah oksalat gatal rebus abu.
576,576,Dioscorine,Alkaloid,Dioscorine,C13H19NO2,221.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=dioscorine,Gadung dioscorea hispida umbi bulu lepra mycobacterium saraf mati rematik sendi linu analgesik ssp bius tradisional SANGAT BERACUN SIANIDA MABUK PUSING KOMA KEJANG MATI mitokondria atp hancur TANPA OLAHAN ABU AIR MENGALIR 3 HARI IRIS TIPIS DILARANG MAKAN MENTAH/REBUS BIASA.
577,577,Kaempferol,Flavonol,Kaempferol,C15H10O6,286.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=kaempferol,Bunga kupu kupu bauhinia ungu tiroid tiroksin t3 t4 stimulasi folikel kelenjar leher gondok hipotiroid bengkak kempes radang sendi rematik sendi linu demam panas analgesik luka usus borok teh daun bunga BAHAYA HIPERTIROID INTERAKSI LEVOTIROKSIN SINERGIS TOKSIK JANTUNG DEBAR.
578,578,Luteolin,Flavone,Luteolin,C15H10O6,286.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=luteolin,Bunga pukul delapan turnera ulmifolia cox2 lox inflamasi sendi encok lumbago punggung bawah rematik gout asam urat tulang pegal linu rahim usus kram otot polos mrsa bakteri staphylococcus paru ispa napas awas biji buah mentah sianida racun teh daun bunga aman.
579,579,Kaempferol,Flavonol,Kaempferol,C15H10O6,286.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=kaempferol,Paku hata cibotium barometz rambut jaddah monyet emas osteoblas tulang rawan kalsifikasi ginjal pelvis lumbago punggung bawah pinggang encok pendarahan darah beku lem luka hemostatik luar sumsum tulang kapiler bulu emas topikal epitel oral jamu rebus akar ginjal pelumas.
580,580,Silicic Acid,Inorganic acid,Silicic acid,H4O4Si,96.11 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=silicic+acid,Paku ekor kuda equisetum debile silika koloid 10% kalsium kalium saponin diuretik pelarut batu ginjal kalsium oksalat fosfat urat kandung kemih kencing kotor pasir silika pengikat kalsium tulang keropos osteoporosis rambut rontok folikel kuku rapuh pendarahan hidung mimisan hemostatik awas defisiensi b1 tiaminase enzim hancur bahaya 1 bulan rutin polyneuritis.
581,581,p-Coumaric acid,Hydroxycinnamic acid,p-Coumaric acid,C9H8O3,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=p-coumaric+acid,Bambu tali gigantochloa rebung silika kalium selulosa pektin udem bengkak air kaki cairan interstitium jantung paru hepar vasodilator nadi perifer tekanan darah tinggi hipertensi turun kolesterol ldl usus feses keringat pori asidosis basa urat gout luruh antipiretik panas demam anak awas getah gatal sianida asam mentah rebus buang air racun mati panas.
582,582,Persicarin,Flavonoid,Persicarin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Tespong oenanthe javanica lalapan neuroprotektif saraf otak sel hipoksia iskemik penenang ssp gaba reseptor rileks tidur lelap cemas panik hilang tekanan darah tinggi hipertensi vasodilator arteri vena kalium diuretik antioksidan liver sirosis hepatitis a b virus empedu kuning sawar darah otak tembus aman lalap.
583,583,Phenethyl isothiocyanate (PEITC),Isothiocyanate,PEITC,C9H9NS,163.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=phenethyl+isothiocyanate,Selada air nasturtium officinale watercress paru bronkus mukosa silia darah nikotin saring enzim fase ii liver detoks karsinogen rokok nitrosamin kanker cegah dahak kental encer ekspektoran urat ginjal tulang kalsium vitamin k osteokalsin tulang rapat awas interaksi obat pengencer darah warfarin vitamin k antagonis aman sayur jus.
584,584,Glucosinolate,Glucosinolate,Glucosinolate,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glucosinolate,Sawi putih napa cabbage brassica rapa purin rendah alkalisasi darah urin ph asam urat gout kristal sendi linu larut ekskresi ginjal kalsium tulang rawan kartilago folat janin ibu hamil usus serat lambung maag gaster borok erosi perih ulu hati pelapis dingin perut aman sayur harian rutin usus lambung kolon ginjal hepar darah tulang.
585,585,S-Methylmethionine,Amino acid derivative,S-Methylmethionine,C6H14NO2S+,164.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=s-methylmethionine,Kubis kol brassica oleracea vitamin u glutamin serat kasar sulforaphane asam hcl epitel regenerasi sekresi musin mukus pelindung dinding lambung gaster tukak borok maag ulcer gastritis akut kronis hitungan hari sembuh helicobacter pylori bakteri maag hancur mati laksatif prebiotik kolon usus gas kembung kolik flatulensi rafinosa kentut belerang mentah goitrogenik tiroid yodium ikat gondok awas jus mentah rutin aman maag.
586,586,Resistant starch,Polysaccharide,Starch,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Kacang bogor vigna subterranea protein amino esensial metionin triptofan magnesium besi seng otot glikogen atp mitokondria pemulihan lelah letih lesu kuli kerja keras atlet gym anabolik sintesis otot prebiotik usus flora sehat kolesterol ldl empedu luruh feses kram relaksasi kalsium tulang sendi lambung enzim darah hepar ginjal awas alergi kacang legume syok anafilaksis aman camilan rebus kukus.
587,587,Molybdenum,Mineral,Molybdenum,Mo,95.95 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=molybdenum,Koro kratok phaseolus lunatus kalsium isoflavon fitoestrogen tulang osteoblas matriks sendi lutut linu lansia menopause osteoporosis cegah kolesterol ldl empedu asidosis basa urat luruh MENTAH SANGAT BERACUN SIANIDA LINAMARIN LEKTIN FASEOLAMIN MUAL MUNTAH KEJANG PINGSAN MATI REBUS 2X BUANG AIR PANAS HANCUR RACUN MATI AMAN MATANG SEMPURNA otot hepar urin lambung.
588,588,Coixenolide,Lactone,Coixenolide,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lactone,Jali coix lacryma jobi triterpenoid kalsium makrofag sel nk t limfosit antineoplastik sel kanker tumor jinak miom kista rahim serviks anti inflamasi cox lox prostaglandin demam asidosis diuretik urin batu urat ginjal pasir kencing kotor nanah keputihan udem bengkak sendi rematik air hilang limpa lambung DILARANG IBU HAMIL OKSITOSIK KONTRAKSI RAHIM KEGUGURAN ABORTUS aman selain hamil ginjal darah.
589,589,Tryptophan,Amino acid,Tryptophan,C11H12N2O2,204.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=tryptophan,Jawawut setaria italica foxtail millet magnesium basa asam lambung hcl gerd sfingter klep rapat asidosis cairan tubuh ph naik asam urat luruh ginjal triptofan serotonin melatonin otak tidur lelap insomnia cemas panik tenang diabetes glikemik rendah insulin sel otot sereal bayi mpasi alergi gandum celiac usus bocor leaky gut kolon ibd ibs radang amilase hepar ginjal ssp darah otot jaringan.
590,590,Cyanidin-3-glucoside,Anthocyanin,Cyanidin-3-glucoside,C21H21O11+,449.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=cyanidin-3-glucoside,Ketan hitam oryza sativa glutinosa nigra antosianin amilopektin besi seng vitamin e protein ungu hitam sirtuin 1 gen umur panjang anti penuaan sel endotel arteri koroner nadi pembuluh plak aterosklerosis lisis radikal bebas ros uv keriput kulit rambut folikel melanin uban darah merah anemia makula mata katarak retina tajam gelap serat kolon empedu kolesterol lipid adiposa vaskular urin hepar usus sirkulasi.
591,591,Amylopectin,Polysaccharide,Amylopectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylopectin,Jagung pulut waxy corn zea mays ceratina ketan lengket amilopektin murni tanpa amilosa lambung hcl asam netralisir antasida alam pelapis mukosa gaster borok erosi maag gerd ulkus tukak pelindung epitel energi otot usus lambat cerna glikemik rendah gi kencing manis glukosa darah rata pankreas lutein zeaxanthin mata makula radiasi sinar biru hp uv kalsium kalium otot saraf kram diuretik rambut ginjal hepar lemak vaskular urin empedu.
592,592,Beta-carotene,Carotenoid,Beta-carotene,C40H56,536.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=beta-carotene,Kelapa sawit elaeis guineensis minyak merah murni mentah bukan jernih olahan pro vitamin a tertinggi beta karoten tocotrienol tocopherol vitamin e oleat palmitat lemak tak jenuh ganda jantung sirkulasi ros radikal mukosa epitel kornea konjungtiva mata tulang sendi regenerasi rodopsin sel batang retina malam senja katarak makula degenerasi neuroprotektif otak saraf stroke darah beku kolesterol hdl ldl usus kilomikron hepar darah limfatik cairan tubuh AWAS KALORI OBESITAS.
593,593,Ursolic Acid,Triterpenoid,Ursolic Acid,C30H48O3,456.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ursolic+acid,Kentang hitam solenostemon rotundifolius lamiaceae umbi karbohidrat antioksidan oleanolic acid polifenol inulin prebiotik kalium magnesium enzim pankreas empedu antineoplastik sitotoksik sel kanker tumor miom jinak mutasi dna radikal bebas apoptosis hancur flora bifidobakteri kolon scfa usus besar radang ibd crohn ibs kolitis asam lambung maag gerd aman glikemik rendah diabetes kuli atlet energi olahraga otot ginjal hepar tulang rawan prostat.
594,594,Iron,Mineral,Iron,Fe,55.84 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=iron,Singkong karet manihot glaziovii daun zat besi non heme folat b9 vitamin c protein getah linamarin sianogenik glikosida hidrosianat hcn hemoglobin eritrosit sel darah merah ikat oksigen paru alveolus sirkulasi otot ssp mitokondria energi atasi letih lesu pucat 5L anemia tabung saraf janin pembelahan sel dna asidosis laktat asam urat sendi kalium diuretik MENTAH SANGAT BERACUN SIANIDA MATI KEJANG MUAL MUNTAH LEPAS OKSIGEN SEL REBUS 2X BUANG AIR PANAS AMAN 100% MATANG usus hepar sumsum tulang limpa.
595,595,Marmelosin,Coumarin,Marmelosin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Maja bael aegle marmelos rutaceae buah keras pahit manis disentri amuba basiler usus lilit kram perut mual muntah kolik diare cair mencret psoralen tannin pektin lendir marmelide aegeline antibakteri astringen koagulasi protein e coli shigella hancur mati saraf enterik vagus antispasmodik demulsen pelapis mukosa usus luka borok maag tukak feses padat tarik air sariawan kumur radang tenggorokan asma dahak lambung gaster hepar kolon empedu urin awas sembelit keras jika over pektin tanin.
596,596,Citric acid,Organic acid,Citric acid,C6H8O7,192.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citric+acid,Kawista limonia acidissima rutaceae cola jawa buah beludru keras coklat mual muntah mabuk hamil travel pusing perut kembung gas panas dalam hidrasi asidosis basa alkali malat tartarat lendir pektin tannin flavonoid kumarin marmesin enzim gastrik pencernaan saliva usus hati limpa tonik empedu penyegar mukosa mulut morning sickness laksatif feses lunak sembelit ginjal batu urat luruh sariawan gusi radang asma dahak tenggorokan encer hepar paru otot urin napas wangi.
597,597,Corilagin,Ellagitannin,Corilagin,C27H22O18,634.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=corilagin,Kelengkeng dimocarpus longan sapindaceae buah manis wangi debar jantung takikardi cemas panik ptsd stres kortisol tidur lelap delta insomnia darah merah anemia limpa tonik otak memori sukrosa fruktosa asam amino vitamin c b kalsium besi asam galat elagat saponin biji ssp gaba reseptor parasimpatis saraf vagus otot miokardium rileks amigdala hipotensi stabil darah hipokampus fokus sirkulasi hangat tcm awas diabetes hiperglikemia insulin biji toksik racun saponin daging buah aman ssp sawar darah otak hepar ginjal urin sel otot jantung.
598,598,Hypoglycin,Amino acid,Hypoglycin A,C7H11NO2,141.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=hypoglycin+a,Lici litchi chinensis sapindaceae buah manis hernia testis zakar nyeri bengkak usus turun radang energi glukosa fruktosa vitamin c polifenol litchitannin epicatechin rutin saponin biji analgesik anti radang orchitis linu panggul bawah asma paru sesak makrofag sel darah putih nk sel t virus flu pilek karbo glikogen otot hepar stasis sirkulasi vena varises pencernaan empedu pelvis urin BUAH MENTAH KOSONG PERUT TOKSIK HYPOGLYCIN ENCEPHALOPATHY HIPOGLIKEMIA FATAL MATI MAKAN SAAT KENYANG MATANG AMAN BIJI HANYA REBUSAN OBAT awas interaksi obat diabetes hepar darah.
599,599,Amylopectin,Polysaccharide,Amylopectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylopectin,Sagu metroxylon sagu arecaceae tepung pati batang maag kronis gerd asam lambung perih ulu hati tukak borok usus radang ibd crohn diare cair mencret prebiotik flora mikrobioma energi karbohidrat lambat glikemik indeks celiac amilosa resisten kalsium kalium bifidobakteri laktobasilus butirat asetat laktat asam lemak rantai pendek scfa otot perut kolonik pelapis dinding mukosa gaster erosi hcl antasida alam glikogen otot kuli pekerja karbohidrat bebas gluten alergi gandum gula darah stabil diabetes anak stunting gizi kalori lambung usus duodenum amilase pankreas hepar empedu kolon feses hambat penyerapan obat oral lain jeda 2 jam.
600,600,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Gebang corypha utan arecaceae akar pati batang sagu diare cair amuba disentri mencret mampet usus lilit kram empedu lever cacing gizi kalori energi stamina karbohidrat serat pencernaan saponin amilosa amilopektin kalsium kalium anti amuba bakteri hemostatik usus pengerut mukosa cairan tarik empedu cacing paralisis otot usus feses akar astringen pekat presipitasi koagulasi cairan protein radang usus kolon kolik antispasmodik saraf enterik pelapis lambung maag gaster prebiotik usik glikemik moderat survival hutan nira glukosa lumen kolon sekum hepar ginjal otot rangka ekskresi feses urin keringat cairan empedu aman.
601,601,Evodiamine,Quinazoline Alkaloid,Evodiamine,C19H17N3O,303.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=evodiamine,Zodia wangi nyamuk usir repelen rutaceae.
602,602,Strychnine,Indole Alkaloid,Strychnine,C21H22N2O2,334.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=strychnine,SANGAT TOKSIK bidara laut kejang tetanus ssp otot glisin.
603,603,Arbortristoside A,Iridoid Glycoside,Arbortristoside A,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=iridoid,Srigading malam mekar wangi malaria plasmodium radang linu sendi.
604,604,Cyanolipid,Lipid,Cyanolipid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=lipid,Kesambi macassar oil rambut eksim awas biji mentah sianida.
605,605,Abietic Acid,Diterpene Resin,Abietic Acid,C20H30O2,302.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=abietic+acid,Tusam pinus sumatra getah plester luka bakteri mati.
606,606,Calanolide A,Coumarin,Calanolide A,C22H26O5,370.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calanolide+a,Bintanggur calophyllum anti hiv rti in vitro radang sendi.
607,607,Resistant Starch,Polysaccharide,Amylose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=amylose,Gayam maag borok usus diare mampet kenyang diet prebiotik.
608,608,Pectin / Vitamin C,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Kedondong hutan sariawan gusi batuk dahak gigi kuat kalsium.
