id,herbal_id,pemerian_farmakognosi,mikroskopik_farmakognosi,mekanisme_aksi,farmakokinetik,toksikologi,interaksi_obat_umum
689,689,Buah sekecil kancing baju merah putih asam jambu kancing syzygium cauliflorum myrtaceae ginjal kemih infeksi kandung bakteri sariawan panas dalam.,Asam askorbat sitrat tannin minyak atsiri daun.,Asidifikasi urin membunuh bakteri e coli infeksi saluran kemih isk anyang anyangan kencing kotor nanah sariawan radang panas dalam asidosis basa cairan tubuh segar hidrasi sel antioksidan kapiler pembuluh darah.,Ekskresi urin asam ginjal usus epitel mukosa lambung.,Aman.,Aman.
690,690,Bunga hijau kuning panjang wangi khas kenanga hutan cananga odorata macrophylla annonaceae malaria nyamuk usir darah tinggi tensi jantung debar ptsd stres depresi cemas amigdala tidur insomnia.,Linalool benzyl benzoate geraniol caryophyllene atsiri wangi bunga uap.,Aromaterapi sedatif ssp gaba reseptor relaksasi gelombang otak alfa tidur nyenyak lelap cemas panik takikardi aritmia jantung debar tenang tekanan darah tinggi hipertensi vasodilator arteri vena malaria demam plasmodium lisis air rebus nyamuk repelen.,Inhalasi uap asap mukosa hidung paru kapiler otak sawar hepar ginjal.,Aman teh uap bunga minyak atsiri luar usap awas ngantuk.,Aman.
691,691,Bunga merah keunguan panjang wangi kantil merah magnolia liliiflora magnoliaceae haid rahim keputihan wangi tubuh keringat cemas panik ssp.,Linalool magnoflorine alkaloid pinen atsiri wangi bunga apokrin rahim kelenjar.,Spasmolitik otot polos uterus rahim haid buntu lancar nyeri kram dismenore panggul keputihan leukore jamur bakteri wangi keringat apokrin urin napas deodoran alam sedatif ssp cemas panik tidur pulas lelap.,Metabolisme rahim panggul sirkulasi kelenjar apokrin ekskresi urin uap hepar ssp.,Aman teh bunga air rebus dilarang ibu hamil kontraksi rahim gugur.,Aman luar hamil.
692,692,Bunga putih kupu kupu kembang telang putih clitoria ternatea alba fabaceae mata rabun katarak ringan cuci mata kotor debu iritasi merah memori otak asma lendir batuk.,Ternatin antosianin putih quercetin asetilkolin memori saraf tetes mata.,Ekstrak air rendaman bunga steril pembersih epitel kornea konjungtiva mata merah iritasi debu radang katarak awal jernih asetilkolinesterase inhibitor otak memori fokus belajar daya ingat asma dahak paru mukolitik antioksidan sel.,Lokal mukosa mata kornea konjungtiva ssp otak sawar darah usus paru hepar.,Aman tetes mata steril saring bersih teh seduh oral.,Aman.
693,693,Bunga pink merah buah oranye mawar hutan rosa rugosa rosaceae sendi lutut osteoarthritis tulang rawan kolagen kulit awet muda keriput uv radiasi vitamin c gusi.,Galactolipid gopo vitamin c pekat flavonoid rosavin wangi kelopak bunga buah.,Menghambat enzim degradasi matriks tulang rawan kolagenase mmp sendi lutut osteoarthritis radang bengkak linu cairan sinovial pelumas vitamin c prolin kolagen kulit wajah keriput kenyal awet muda anti penuaan uv sariawan gusi berdarah.,Absorpsi usus duodenum epitel sendi tulang rawan kulit dermis hepar urin ginjal.,Aman teh kelopak buah minyak biji luar.,Aman.
694,694,Bunga air merah kelopak runcing wangi teratai merah nymphaea rubra nymphaeaceae jantung debar takikardi aritmia panik cemas ptsd stres tidur lelap insomnia panas dalam sariawan asidosis.,Nymphaline alkaloid glikosida kardiak ringan flavonoid penenang ssp otot.,Depresan miokard jantung ringan penenang debar takikardi palpitasi cemas panik hiperaktif ssp sedatif gaba reseptor tidur delta lelap nyenyak otot polos rileks asidosis tubuh panas dalam demam sariawan usus lambung gaster.,Metabolisme hepar otot jantung miokardium ssp otak ginjal usus.,Aman teh bunga kelopak air rebus awas lemas ngantuk tekanan darah turun.,Sinergis obat penenang tidur medis jantung.
695,695,Bunga terompet hitam ungu tua daun asimetris bau khas kecubung wulung datura metel var fastuosa solanaceae asma sesak napas paru bronkus kram perut usus bius gila halusinasi.,Scopolamine hyoscyamine atropine tropane alkaloid racun saraf ssp muskarinik.,Antagonis reseptor muskarinik antikolinergik bronkodilator super pelebar jalan napas paru asma sesak (dihisap asap rokok daun bunga) antispasmodik usus lambung kram lilit anestesi bius ssp amigdala halusinogen gila kering mulut takikardi mata dilatasi.,Inhalasi uap asap kapiler paru otak ssp mukosa pencernaan usus.,SANGAT BERACUN MATI GILA HALUSINASI KOMA HENTI JANTUNG JIKA DIMINUM ORAL AIR REBUS TEH.,DILARANG KERAS MINUM ORAL HANYA HISAP ASAP LUAR BALSEM OTOT KAKU.
696,696,Bunga terompet panjang menggantung ke bawah gunung kecubung gunung brugmansia suaveolens solanaceae anestesi bius asma bronkus halusinasi gila koma mati.,Scopolamine atropine pekat alkaloid tropane racun ssp parasimpatis.,Sama dengan datura metel antagonis muskarinik antikolinergik bronkodilator asma hisap kering sekresi air liur mukus kering keringat kering suhu naik dilatasi pupil mata buram bius anestesi lokal luar otot tulang sendi linu rematik kaku saraf kejepit.,Inhalasi asap paru otak ssp topikal kulit luar otot sendi darah.,SANGAT BERACUN FATAL KEMATIAN KOMA GILA JIKA DITELAN MINUM AIR REBUS DAUN BUNGA BATANG AKAR.,DILARANG MINUM ORAL HANYA LUAR HISAP BALSEM.
697,697,Daun hijau wangi bunga putih harum kembang bugang hutan clerodendrum inerme lamiaceae nyamuk usir demam panas malaria usus cacing.,Clerodermic acid flavonoid minyak atsiri wangi repelen nyamuk demam ssp.,Antipiretik hipotalamus set point penurun demam panas tinggi malaria tipes radang usus cacingan parasit mati repelen nyamuk oles kulit uap hidung asma bronkus dahak mukolitik encer paru.,Absorpsi usus hepar paru uap ginjal kulit topikal ekskresi urin.,Aman teh air rebus oles kulit luar nyamuk.,Aman.
698,698,Seludang bunga putih daun hijau kembang kertas putih bougainvillea glabra nyctaginaceae keputihan wanita rahim jamur bakteri vagina diabetes glukosa turun darah kotor.,Pinitol pinit glikosida antibakteri jamur rahim gula darah otot.,Antimikroba jamur candida albicans keputihan leukore bau gatal vagina rahim bersih pinitol insulin mimetic glukosa darah masuk sel otot pankreas istar diabetes kencing manis turun hiperglikemia darah kotor bisul jerawat cuci ginjal hati.,Metabolisme hepar pankreas otot rahim panggul urin ekskresi epitel mukosa.,Aman teh bunga rebus air.,Aman sinergis obat diabetes awas gula anjlok drop.
699,699,Herba rumput merayap jari jari rumput jari digitaria ciliaris poaceae tulang retak patah osteoporosis kalsium silika ginjal kencing batu udem bengkak air.,Silika koloid kalsium kalium flavonoid rumput gandum air kencing cuci.,Osteoblas stimulasi mineralisasi kalsium matriks tulang keropos osteoporosis patah tulang retak sambung fibroblas silika pengikat kalsium diuretik pelvis ginjal batu urat kalsium oksalat lisis udem bengkak kaki jantung gagal air turun.,Ekskresi ginjal urin masif tulang sumsum hepar usus.,Aman rebus air teh rumput segar awas gagal ginjal parah dilarang.,Aman.
700,700,Umbi bawah tanah hitam merah wangi rempah rumput teki merah cyperus rotundus rubra cyperaceae haid buntu rahim kram panggul batu ginjal usus kembung gas kolik.,Cyperene cyperol minyak atsiri alkaloid estrogenik rahim ginjal batu usus saraf vagus.,Antispasmodik otot polos miometrium rahim peluruh haid amenore darah buntu lancar nyeri kram dismenore hilang gas kembung usus kolik pencernaan sendawa kentut peluruh batu ginjal pelvis diuretik penenang ssp saraf otak cemas tidur lelap.,Metabolisme hepar ginjal usus rahim panggul sirkulasi urin ekskresi napas otak.,Aman jamu rimpang rebus bubuk dilarang ibu hamil rahim kontraksi gugur.,Aman selain hamil.
901,701,Herba akar bunga ungu meletus kena air.,Stomata parasitik alkaloid saponin.,Menstimulasi regenerasi sel beta pankreas sekresi insulin glukosa intraselular luka diabetes neovaskularisasi.,Metabolisme hepar ginjal pankreas usus darah ekskresi.,Aman dosis wajar.,Sinergis hipoglikemik insulin metformin.
902,702,Bunga kuning kerucut tajam lidah mati rasa jotang.,Spilanthol alkilamida analgesik pekat.,Spilanthol memblokir kanal ion natrium saraf aferen trigeminal lidah gigi anestesi lokal instan karies gigi lubang pulpitis inflamasi hambat sariawan.,Kerja lokal epitel oral mukosa trigeminal saraf.,Sangat kebas iritan jika berlebih telan ssp dosis tinggi mual.,Aman lokal kumur gigit.
903,703,Daun hijau gulma bau khas langu balakacida kirinyuh.,Eupolin pyrrolizidine alkaloid (PA) tannin flavonoid.,Hemostatik koagulasi protein kolagen jaringan luka potong robek darah beku instan fibroblas granulasi anti mikroba staphylococcus aureus abses bisul.,Topikal epidermis kulit luar dermis epitel.,SANGAT TOKSIK ORAL HEPATOTOKSIK (PA) sirosis liver gagal hati veno oklusif dilarang minum jamu.,AMAN 100% LUAR OLES TUMBUK LUKA.
904,704,Daun hijau menjalar cepat sembung rambat mikania.,Mikanolide seskuiterpen lakton tannin.,Antipiretik set point hipotalamus demam malaria plasmodium falciparum lisis luka luar hemostatik tannin koagulasi protein darah robek.,Absorpsi usus hepar topikal kulit epidermis.,Awas iritasi lambung mual muntah dosis oral tinggi.,Aman luar dalam ringan.
905,705,Bunga kecil warna warni bau tajam tahi ayam lantana camara.,Lantadene A dan B (triterpenoid pentasiklik sangat toksik hepatik).,Analgesik anti inflamasi luar sendi linu rematik pegal urat kaku saraf vasodilatasi lokal rubefasien balsem otot.,Topikal luar kulit kapiler vena perifer.,SANGAT BERACUN ORAL TOKSIK IKTERUS HEPATOTOKSIK KERUSAKAN LIVER GAGAL HATI KOLESTASIS domba sapi mati keracunan lantadene dilarang minum.,AMAN LUAR 100% OLES GOSOK.
906,706,Bunga kuning oranye terang kenikir hias marigold tagetes erecta.,Lutein zeaxanthin karotenoid tiofen.,Karotenoid pelindung fotoreseptor makula retina degeneratif katarak radiasi uv biru hp laptop anti nematoda cacing usus repelen nyamuk serangga uap minyak atsiri udara.,Metabolisme lipid empedu usus retina mata jaringan adiposa hepar.,Aman.,Aman.
907,707,Daun pelindung putih pink bunga bintang nusa indah mussaenda.,Mussaendoside iridoid glikosida saponin.,Ekspektoran mukolitik mukosa silia bronkus paru asma dahak kental encer batuk bronkitis dada sesak lega anti inflamasi cox2 lox.,Pencernaan hepar ginjal uap paru epitel.,Aman teh rebusan daun bunga.,Aman.
908,708,Bunga kuning wangi tajam cempaka kuning magnolia champaca.,Linalool champacol alkaloid atsiri.,Spasmolitik rahim miometrium keputihan leukore jamur candida albicans mati bakteri vaginosis bersih antipiretik demam panas hipotalamus sedatif ssp amigdala gaba.,Absorpsi usus ssp hepar ekskresi urin wangi keringat apokrin.,Aman teh rebus awas dilarang ibu hamil kontraksi rahim gugur.,Aman selain hamil.
909,709,Bunga putih wangi melati melati bintang jasminum multiflorum.,Linalyl acetate jasmone benzyl benzoate.,Depresan ssp gaba reseptor sedatif ringan palpitasi takikardi jantung debar aritmia stabil tidur lelap nyenyak delta wave cemas panik ptsd stres kortisol turun.,Inhalasi uap ssp otak kapiler hepar.,Aman.,Aman.
910,710,Daun hijau memanjang bunga pink putih jalan tol oleander nerium bunga mentega.,Oleandrin neriin cardiac glycosides kardiak glikosida racun jantung.,Menghambat pompa Na+/K+-ATPase miokardium jantung hiperkalsemia intraseluler kontraksi tetanik aritmia fibrilasi ventrikel blok av henti jantung mati koma.,SANGAT CEPAT absorpsi darah jantung otot vaskular fatal.,SANGAT BERACUN KEMATIAN JANTUNG GAGAL 1 helai daun membunuh manusia asfiksia kejang.,DILARANG KERAS MEDIS HERBAL HANYA HIASAN GETAH RACUN MATA LUKA.
911,711,Bunga merah melengkung daun majemuk turi merah sesbania rubra.,Saponin tannin kalsium vitamin c.,Hipotensif vasodilator dinding arteri pembuluh darah tinggi tensi turun stabil astringen sariawan usus stomatitis aftosa amandel radang tenggorokan bakteri mati.,Metabolisme hepar ginjal usus oral mukosa.,Aman rebus sayur awas mentah toksik saponin.,Aman matang.
912,712,Daun besar bentuk hati bunga besar waru landak hibiscus mutabilis.,Mucilage antosianin flavonoid rutin.,Diuretik natriuresis udem bengkak kaki kelenjar cairan interstitium luruh ginjal peluruh haid rahim miometrium lancar darah stasis panggul demam antipiretik.,Ekskresi ginjal urin keringat usus rahim.,Aman teh rebus.,Aman.
913,713,Umbi raksasa daun besar sente alocasia macrorrhizos hiasan.,Kalsium oksalat raphide jarum tajam mikroskopik gatal racun pati.,Analgesik lokal sendi lutut rematik linu asam urat luar tempel umbi pati karbohidrat survival kalori stunting.,Topikal luar kulit usus kolon enzim.,SANGAT BERACUN GATAL RAPHIDE OKSALAT BIKIN MULUT BENGKAK ASFIKSIA TERCEKIK MATI jika mentah kurang rebus berhari hari.,Aman hanya untuk ahli luar tempel rebus ekstrim.
914,714,Bunga raksasa merah bau bangkai padma rafflesia arnoldii sumatra endemik dilindungi.,Tannin alkaloid spesifik rafflesia.,Astringen sangat kuat pengkerut mukosa rahim miometrium pasca melahirkan nifas pendarahan henti hemostatik drastis (hanya dukun purba sangat dilarang punah).,Metabolisme rahim sirkulasi hepar.,DILARANG KERAS MEDIS KONSERVASI ALAM SPESIES PUNAH.,DILARANG EKSPLOITASI FLORA DILINDUNGI.
915,715,Herba rumput bunga bulat hijau jukut pendul kyllinga brevifolia.,Kyllingene vitexin flavonoid atsiri.,Astringen usus diare disentri amuba mencret mampet antipiretik demam panas anak set point hipotalamus diuretik ginjal luruh kencing kotor asidosis.,Ekskresi urin keringat usus feses hepar.,Aman rebus herba rumput.,Aman.
916,716,Bunga merah menjuntai panjang bulu ekor kucing acalypha hispida euphorbiaceae.,Gallic acid acalyphin alkaloid tannin.,Astringen koagulasi protein cairan radang pembuluh vena rektum ambeien wasir darah kempes henti nyeri usus luka borok pendarahan darah beku lem luka luar.,Lokal mukosa anus rektum kolon usus lambung luar epitel.,Aman teh rebusan bunga luar oles.,Aman.
917,717,Herba gulma biji jarum nempel baju celana ketul bidens pilosa asteraceae.,Polyacetylene flavonoid quercetagetin.,Hambat glukoneogenesis hati peningkat sensitivitas insulin sel otot glukosa darah kencing manis diabetes tipe 2 turun drastis hiperglikemia anti inflamasi cox lox.,Metabolisme pankreas usus hepar darah ginjal urin.,Awas hipoglikemia gula darah drop lemas pingsan.,Sinergis obat diabetes medis awas anjlok ganda.
918,718,Herba gulma sawah wangi tajam maman hantu cleome gynandra cleomaceae.,Cleomin alkaloid glukosinolat rubefasien mustard oil like.,Iritan vesikan lokal vasodilatasi kapiler epidermis darah merah panas pengalih nyeri sendi lutut rematik urat encok pinggang bawah lumbago gate control theory pegal linu.,Topikal kulit dermis kapiler darah otot rangka.,Awas iritasi melepuh jika kompres terlalu lama (mustard oil bomb) toksik usus jika oral banyak.,Aman luar oles tumbuk kompres singkat.
919,719,Buah kuning terbungkus seludang menggelembung besar cecendet hutan physalis peruviana solanaceae.,Physalin asam askorbat vitamin c tinggi betakaroten.,Imunostimulan makrofag neutrofil fagositosis bakteri virus ispa paru asma bronkus mukolitik dahak kental encer radikal bebas sel ros antioksidan retina mata.,Absorpsi usus hepar ginjal urin darah epitel mata paru.,AWAS BUAH MENTAH HIJAU SANGAT BERACUN SOLANIN MUAL MUNTAH KOMA MATI AMAN BUAH MATANG KUNING.,Aman buah matang oranye kuning.
920,720,Buah kuning bentuk puting susu sapi terong susu solanum mammosum solanaceae.,Solanine solasodine alkaloid toksik racun saponin.,Ambeien wasir bengkak kempes radang hemoroid luar kompres panas demam kompres luar dahi evaporasi rubefasien lokal otot kaku sendi linu.,Topikal luar anus dahi epitel dermis.,SANGAT BERACUN ORAL TOKSIK SARAF SSP GASTROINTESTINAL MUAL MUNTAH KEJANG MATI JIKA DIMAKAN ANAK ANAK.,AMAN LUAR KOMPRES BUAH DILARANG MINUM MAKAN.
921,721,Bunga putih ungu terompet buah berduri bulat kecubung babi datura stramonium solanaceae.,Scopolamine hyoscyamine atropine alkaloid tropane racun ssp parasimpatis.,Antagonis muskarinik antikolinergik bronkodilator super asma hisap kering sekresi air liur mukus keringat anestesi bius lokal amigdala ssp gila halusinasi midriasis pupil mata.,Inhalasi uap asap paru otak ssp mukosa pencernaan usus.,SANGAT BERACUN MATI GILA HALUSINASI KOMA HENTI JANTUNG JIKA DIMINUM ORAL AIR REBUS TEH.,DILARANG KERAS MINUM ORAL HANYA HISAP ASAP LUAR BALSEM OTOT AMAN.
922,722,Biji polong hijau coklat perdu kacang gude cajanus cajan fabaceae ginjal batuk.,Cajanin isoflavon protein kalsium kalium asam amino.,Diuretik aquaretik pelvis ginjal ureter bilas kandung kemih nefron ekskresi urin asidosis basa hemostatik batuk darah paru alveolus pecah kapiler tbc gizi stunting anabolik otot.,Absorpsi usus hepar ginjal urin paru darah.,Aman rebus biji daun awas mentah racun lektin.,Aman matang.
923,723,Biji polong pipih tipis manis kapri pisum sativum fabaceae sayur jantung hipertensi.,Pisatin fitoestrogen serat larut pektin kalium saponin.,Serat ldl kolesterol empedu ikat kolon feses buang empedu hepar cuci vasodilator kalium arteri nadi tekanan darah tinggi tensi turun stabil hormon wanita menopause isoflavon.,Pencernaan kolon usus empedu hepar darah sirkulasi.,Aman sayur tumis sup.,Aman.
